name_1,name_2,name_3,degree_1,degree_2,degree_3,error
dist_circumcenter__incenter,dist_circumcenter__steiner_focus_1,perimeter,1,1,1,0.0006130356923677027
dist_incenter__steiner_focus_1,inradius,perimeter,1,1,1,0.0006252425373531878
dist_centroid__orthocenter,dist_centroid__steiner_focus_2,semiperimeter,1,1,1,0.0006282421527430415
circumradius,dist_centroid__orthocenter,dist_centroid__steiner_focus_1,1,1,1,0.0006299472297541797
circumradius,dist_centroid__circumcenter,dist_centroid__steiner_focus_2,1,1,1,0.0006340248510241508
area,dist_circumcenter__orthocenter,inradius,2,1,1,0.000635877251625061
circumradius,dist_circumcenter__steiner_focus_1,semiperimeter,1,1,1,0.00063614099053666
circumradius,dist_centroid__steiner_focus_1,dist_circumcenter__incenter,1,1,1,0.0006444285390898585
area,dist_orthocenter__steiner_focus_2,inradius,2,1,1,0.0006490194937214255
area,dist_incenter__orthocenter,inradius,2,1,1,0.0006500427261926234
area,dist_circumcenter__orthocenter,semiperimeter,2,1,1,0.0006547339144162834
dist_circumcenter__incenter,dist_steiner_focus_1__steiner_focus_2,perimeter,1,1,1,0.0006610858836211264
dist_incenter__steiner_focus_2,inradius,perimeter,1,1,1,0.0006681879167445004
dist_centroid__steiner_focus_1,dist_centroid__steiner_focus_2,perimeter,1,1,1,0.0006707891589030623
dist_centroid__orthocenter,dist_incenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0006774442153982818
area,circumradius,semiperimeter,2,1,1,0.0006879795691929758
dist_centroid__steiner_focus_2,dist_orthocenter__steiner_focus_1,semiperimeter,1,1,1,0.00069220713339746
dist_incenter__steiner_focus_1,dist_incenter__steiner_focus_2,perimeter,1,1,1,0.0006947272922843695
dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0006976797012612224
dist_centroid__incenter,dist_centroid__orthocenter,dist_incenter__orthocenter,1,1,1,0.0007024314836598933
dist_centroid__incenter,dist_circumcenter__incenter,dist_incenter__orthocenter,1,1,1,0.0007042476790957153
dist_circumcenter__steiner_focus_1,dist_incenter__orthocenter,perimeter,1,1,1,0.0007164929411374032
dist_circumcenter__orthocenter,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_1,1,1,1,0.0007172437035478652
dist_centroid__circumcenter,dist_circumcenter__steiner_focus_2,dist_incenter__steiner_focus_1,1,1,1,0.0007176033104769886
dist_centroid__incenter,dist_incenter__steiner_focus_1,semiperimeter,1,1,1,0.0007254091324284673
dist_centroid__steiner_focus_1,dist_circumcenter__steiner_focus_2,semiperimeter,1,1,1,0.000733420136384666
dist_centroid__circumcenter,dist_circumcenter__steiner_focus_1,dist_incenter__steiner_focus_2,1,1,1,0.0007356199203059077
dist_circumcenter__incenter,dist_orthocenter__steiner_focus_1,perimeter,1,1,1,0.000737688213121146
dist_centroid__orthocenter,dist_circumcenter__steiner_focus_1,perimeter,1,1,1,0.0007417153683491051
dist_circumcenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,perimeter,1,1,1,0.0007432440761476755
dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0007447621901519597
dist_centroid__incenter,dist_incenter__steiner_focus_2,semiperimeter,1,1,1,0.0007544776308350265
dist_centroid__steiner_focus_1,dist_orthocenter__steiner_focus_1,semiperimeter,1,1,1,0.0007654991350136697
dist_centroid__steiner_focus_1,dist_incenter__orthocenter,semiperimeter,1,1,1,0.0007722497684881091
dist_centroid__orthocenter,perimeter,semiperimeter,1,1,1,0.0007733035017736256
area,dist_orthocenter__steiner_focus_2,perimeter,2,1,1,0.0007768229115754366
circumradius,dist_centroid__steiner_focus_2,dist_circumcenter__incenter,1,1,1,0.0007896096794866025
circumradius,dist_circumcenter__steiner_focus_2,semiperimeter,1,1,1,0.0007904116646386683
circumradius,dist_centroid__steiner_focus_2,semiperimeter,1,1,1,0.0007908109109848738
circumradius,dist_steiner_focus_1__steiner_focus_2,semiperimeter,1,1,1,0.0007981666130945086
dist_centroid__orthocenter,dist_circumcenter__steiner_focus_2,perimeter,1,1,1,0.000803620379883796
dist_centroid__incenter,dist_centroid__orthocenter,perimeter,1,1,1,0.0008076600497588515
dist_centroid__steiner_focus_2,dist_circumcenter__steiner_focus_2,semiperimeter,1,1,1,0.0008099960978142917
dist_centroid__circumcenter,dist_centroid__steiner_focus_2,semiperimeter,1,1,1,0.000813651829957962
dist_centroid__incenter,dist_circumcenter__orthocenter,perimeter,1,1,1,0.0008140345453284681
circumradius,dist_centroid__orthocenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0008253869600594044
dist_circumcenter__incenter,dist_incenter__orthocenter,perimeter,1,1,1,0.0008306413074024022
area,dist_centroid__incenter,perimeter,2,1,1,0.0008308009710162878
dist_centroid__steiner_focus_2,dist_orthocenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0008344471571035683
dist_centroid__circumcenter,dist_centroid__steiner_focus_1,semiperimeter,1,1,1,0.0008354613091796637
dist_centroid__incenter,dist_orthocenter__steiner_focus_1,perimeter,1,1,1,0.0008384226821362972
circumradius,dist_circumcenter__orthocenter,inradius,1,1,1,0.0008410187438130379
dist_circumcenter__orthocenter,dist_incenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0008445116109214723
dist_circumcenter__orthocenter,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_2,1,1,1,0.0008567548356950283
dist_centroid__steiner_focus_2,dist_circumcenter__steiner_focus_1,semiperimeter,1,1,1,0.0008605073671787977
dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_1,perimeter,1,1,1,0.0008616045233793557
dist_centroid__circumcenter,dist_orthocenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.0008635349804535508
circumradius,dist_circumcenter__incenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0008649242226965725
dist_centroid__steiner_focus_2,dist_incenter__orthocenter,semiperimeter,1,1,1,0.0008649989613331854
area,dist_circumcenter__steiner_focus_2,semiperimeter,2,1,1,0.00086667959112674
dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_2,perimeter,1,1,1,0.0008667180663906038
dist_centroid__incenter,dist_incenter__steiner_focus_1,dist_incenter__steiner_focus_2,1,1,1,0.0008851906168274581
dist_centroid__orthocenter,dist_orthocenter__steiner_focus_2,perimeter,1,1,1,0.0008859849185682833
circumradius,dist_circumcenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0008864225237630308
dist_centroid__incenter,dist_incenter__steiner_focus_1,perimeter,1,1,1,0.0008915020152926445
dist_circumcenter__incenter,dist_steiner_focus_1__steiner_focus_2,inradius,1,1,1,0.0008976931567303836
dist_centroid__orthocenter,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_1,1,1,1,0.0009058717405423522
area,dist_orthocenter__steiner_focus_1,semiperimeter,2,1,1,0.000909328053239733
dist_centroid__orthocenter,dist_steiner_focus_1__steiner_focus_2,perimeter,1,1,1,0.000912120973225683
dist_centroid__circumcenter,dist_circumcenter__incenter,semiperimeter,1,1,1,0.0009124435600824654
dist_centroid__incenter,dist_incenter__orthocenter,perimeter,1,1,1,0.0009140087640844285
dist_incenter__orthocenter,dist_orthocenter__steiner_focus_2,perimeter,1,1,1,0.0009198873885907233
area,dist_steiner_focus_1__steiner_focus_2,semiperimeter,2,1,1,0.0009253676398657262
circumradius,dist_centroid__circumcenter,dist_centroid__steiner_focus_1,1,1,1,0.0009323956328444183
dist_centroid__steiner_focus_1,dist_orthocenter__steiner_focus_2,semiperimeter,1,1,1,0.0009327513980679214
circumradius,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.0009477285202592611
dist_centroid__circumcenter,dist_steiner_focus_1__steiner_focus_2,perimeter,1,1,1,0.0009507239446975291
dist_centroid__orthocenter,dist_steiner_focus_1__steiner_focus_2,semiperimeter,1,1,1,0.0009507303475402296
area,dist_circumcenter__steiner_focus_1,semiperimeter,2,1,1,0.0009517321595922112
dist_centroid__incenter,dist_circumcenter__steiner_focus_2,perimeter,1,1,1,0.0009544731583446264
area,circumradius,dist_circumcenter__orthocenter,2,1,1,0.0009564619977027178
dist_centroid__circumcenter,dist_centroid__steiner_focus_1,dist_incenter__orthocenter,1,1,1,0.0009585025254637003
dist_centroid__orthocenter,dist_orthocenter__steiner_focus_1,perimeter,1,1,1,0.0009588205721229315
dist_centroid__steiner_focus_1,dist_circumcenter__steiner_focus_1,semiperimeter,1,1,1,0.0009598770411685109
dist_centroid__incenter,dist_circumcenter__steiner_focus_1,perimeter,1,1,1,0.0009604480001144111
dist_incenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,perimeter,1,1,1,0.0009663671953603625
dist_circumcenter__steiner_focus_2,dist_incenter__orthocenter,perimeter,1,1,1,0.0009667780832387507
dist_circumcenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,perimeter,1,1,1,0.0009674016619101167
dist_centroid__incenter,dist_orthocenter__steiner_focus_2,perimeter,1,1,1,0.0009674057364463806
area,dist_centroid__circumcenter,semiperimeter,2,1,1,0.0009705938282422721
dist_centroid__orthocenter,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_2,1,1,1,0.0009743027621880174
circumradius,dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.000975700793787837
dist_centroid__incenter,dist_centroid__steiner_focus_2,semiperimeter,1,1,1,0.000976907555013895
dist_circumcenter__incenter,dist_orthocenter__steiner_focus_2,perimeter,1,1,1,0.0009784124558791518
dist_centroid__steiner_focus_1,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.0009824055014178157
dist_centroid__steiner_focus_2,dist_orthocenter__steiner_focus_2,semiperimeter,1,1,1,0.000982602359727025
circumradius,dist_centroid__orthocenter,inradius,1,1,1,0.000986576429568231
dist_circumcenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,perimeter,1,1,1,0.0009902239544317126
dist_centroid__incenter,dist_circumcenter__incenter,perimeter,1,1,1,0.0009907350176945329
circumradius,dist_centroid__circumcenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0009991992264986038
dist_centroid__circumcenter,dist_centroid__steiner_focus_2,dist_incenter__orthocenter,1,1,1,0.0010105341207236052
dist_centroid__steiner_focus_2,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.0010142627870664
dist_centroid__steiner_focus_2,dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.0010266269091516733
dist_centroid__circumcenter,dist_centroid__incenter,perimeter,1,1,1,0.0010297887492924929
area,dist_incenter__orthocenter,semiperimeter,2,1,1,0.001051536644808948
dist_orthocenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,perimeter,1,1,1,0.0010566187556833029
dist_circumcenter__incenter,dist_circumcenter__orthocenter,dist_orthocenter__steiner_focus_2,1,1,1,0.0010667996248230338
circumradius,dist_centroid__orthocenter,dist_incenter__orthocenter,1,1,1,0.001072507700882852
dist_circumcenter__incenter,dist_circumcenter__orthocenter,dist_orthocenter__steiner_focus_1,1,1,1,0.001080564339645207
dist_circumcenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,semiperimeter,1,1,1,0.001084368210285902
dist_centroid__circumcenter,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_1,1,1,1,0.0010902000358328223
dist_centroid__steiner_focus_1,dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.0010926369577646255
dist_circumcenter__orthocenter,dist_orthocenter__steiner_focus_1,perimeter,1,1,1,0.0011035166680812836
dist_centroid__orthocenter,dist_circumcenter__incenter,semiperimeter,1,1,1,0.0011054923525080085
dist_centroid__incenter,dist_steiner_focus_1__steiner_focus_2,semiperimeter,1,1,1,0.0011151651851832867
circumradius,perimeter,semiperimeter,1,1,1,0.0011173500679433346
dist_incenter__orthocenter,dist_orthocenter__steiner_focus_1,perimeter,1,1,1,0.0011333053698763251
dist_centroid__steiner_focus_2,dist_circumcenter__incenter,inradius,1,1,1,0.0011337908217683434
dist_circumcenter__incenter,dist_circumcenter__orthocenter,semiperimeter,1,1,1,0.0011465750867500901
dist_centroid__incenter,dist_incenter__steiner_focus_2,perimeter,1,1,1,0.001172939664684236
circumradius,dist_centroid__incenter,perimeter,1,1,1,0.0011773131554946303
area,dist_orthocenter__steiner_focus_2,semiperimeter,2,1,1,0.0011819269275292754
dist_centroid__orthocenter,dist_circumcenter__incenter,dist_orthocenter__steiner_focus_2,1,1,1,0.0011838721111416817
area,dist_centroid__circumcenter,dist_incenter__orthocenter,2,1,1,0.0012204052181914449
area,dist_centroid__orthocenter,semiperimeter,2,1,1,0.0012238745111972094
dist_centroid__steiner_focus_1,dist_circumcenter__incenter,inradius,1,1,1,0.0012263827957212925
dist_centroid__circumcenter,dist_orthocenter__steiner_focus_1,semiperimeter,1,1,1,0.0012319202069193125
circumradius,dist_centroid__steiner_focus_1,inradius,1,1,1,0.0012544919736683369
circumradius,dist_circumcenter__orthocenter,dist_incenter__orthocenter,1,1,1,0.001265204045921564
area,circumradius,dist_centroid__steiner_focus_1,2,1,1,0.001274166745133698
dist_circumcenter__orthocenter,dist_orthocenter__steiner_focus_2,perimeter,1,1,1,0.001277304021641612
dist_centroid__orthocenter,dist_centroid__steiner_focus_2,dist_incenter__orthocenter,1,1,1,0.001306556281633675
area,dist_centroid__steiner_focus_2,dist_circumcenter__incenter,2,1,1,0.0013263156870380044
area,circumradius,dist_centroid__steiner_focus_2,2,1,1,0.0013417638838291168
dist_centroid__circumcenter,dist_orthocenter__steiner_focus_2,semiperimeter,1,1,1,0.0013483156217262149
area,dist_centroid__steiner_focus_1,dist_circumcenter__incenter,2,1,1,0.0013603144325315952
circumradius,dist_orthocenter__steiner_focus_1,semiperimeter,1,1,1,0.0013630188768729568
dist_incenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,perimeter,1,1,1,0.001363061019219458
area,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,2,1,1,0.0013685867888852954
circumradius,dist_centroid__circumcenter,inradius,1,1,1,0.0013829426607117057
dist_circumcenter__incenter,dist_circumcenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0013974395114928484
circumradius,dist_centroid__steiner_focus_2,dist_incenter__orthocenter,1,1,1,0.0014041232643648982
circumradius,dist_steiner_focus_1__steiner_focus_2,perimeter,1,1,1,0.0014159063575789332
circumradius,dist_centroid__steiner_focus_1,dist_incenter__orthocenter,1,1,1,0.0014232606627047062
dist_centroid__circumcenter,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_2,1,1,1,0.0014463865663856268
dist_centroid__steiner_focus_1,dist_incenter__steiner_focus_1,semiperimeter,1,1,1,0.0014481029938906431
dist_centroid__circumcenter,dist_steiner_focus_1__steiner_focus_2,semiperimeter,1,1,1,0.0014815483009442687
dist_centroid__steiner_focus_2,dist_circumcenter__orthocenter,dist_incenter__orthocenter,1,1,1,0.001493170508183539
dist_centroid__circumcenter,dist_circumcenter__incenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0015062120510265231
dist_centroid__circumcenter,dist_circumcenter__steiner_focus_1,semiperimeter,1,1,1,0.0015152086270973086
dist_centroid__steiner_focus_2,dist_incenter__steiner_focus_2,semiperimeter,1,1,1,0.0015169247053563595
area,dist_circumcenter__incenter,dist_steiner_focus_1__steiner_focus_2,2,1,1,0.0015311212046071887
dist_incenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,perimeter,1,1,1,0.0015344750136137009
dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.0015521033201366663
dist_centroid__steiner_focus_1,dist_incenter__steiner_focus_2,semiperimeter,1,1,1,0.0015894557582214475
dist_centroid__steiner_focus_2,dist_incenter__steiner_focus_1,semiperimeter,1,1,1,0.001596739050000906
dist_centroid__orthocenter,dist_centroid__steiner_focus_1,dist_incenter__orthocenter,1,1,1,0.0016127731651067734
dist_circumcenter__steiner_focus_2,dist_incenter__orthocenter,dist_incenter__steiner_focus_1,1,1,1,0.0016201233956962824
dist_centroid__steiner_focus_1,dist_circumcenter__orthocenter,dist_incenter__orthocenter,1,1,1,0.0016442012274637818
dist_centroid__incenter,inradius,semiperimeter,1,1,1,0.0016512158326804638
area,dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,2,1,1,0.0016585108824074268
dist_centroid__orthocenter,dist_circumcenter__incenter,dist_orthocenter__steiner_focus_1,1,1,1,0.0016691768541932106
area,circumradius,dist_centroid__circumcenter,2,1,1,0.0016753299860283732
dist_centroid__steiner_focus_2,dist_circumcenter__orthocenter,inradius,1,1,1,0.001686590607278049
dist_centroid__orthocenter,dist_circumcenter__incenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0017035298515111208
circumradius,dist_centroid__circumcenter,dist_centroid__orthocenter,1,1,1,0.001711340039037168
circumradius,dist_centroid__steiner_focus_2,dist_orthocenter__steiner_focus_2,1,1,1,0.0017222962342202663
circumradius,dist_centroid__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.00172556156758219
area,dist_incenter__steiner_focus_1,perimeter,2,1,1,0.0017361156642436981
dist_centroid__circumcenter,dist_circumcenter__steiner_focus_2,dist_incenter__orthocenter,1,1,1,0.0017545348964631557
dist_centroid__circumcenter,dist_circumcenter__incenter,dist_orthocenter__steiner_focus_1,1,1,1,0.0017595679964870214
circumradius,dist_centroid__circumcenter,dist_circumcenter__incenter,1,1,1,0.0017636573174968362
dist_circumcenter__steiner_focus_1,dist_incenter__orthocenter,dist_incenter__steiner_focus_2,1,1,1,0.001787686487659812
area,dist_centroid__steiner_focus_1,dist_circumcenter__orthocenter,2,1,1,0.001796769560314715
dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_1,perimeter,1,1,1,0.0018050632206723094
circumradius,dist_centroid__incenter,dist_centroid__steiner_focus_2,1,1,1,0.0018331586616113782
dist_circumcenter__steiner_focus_2,dist_incenter__steiner_focus_1,dist_orthocenter__steiner_focus_1,1,1,1,0.0018343054689466953
dist_centroid__circumcenter,dist_circumcenter__steiner_focus_2,semiperimeter,1,1,1,0.0018373614875599742
dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_2,perimeter,1,1,1,0.0018410009797662497
dist_circumcenter__incenter,dist_circumcenter__steiner_focus_2,semiperimeter,1,1,1,0.0018592507112771273
circumradius,dist_centroid__steiner_focus_2,inradius,1,1,1,0.0018624732038006186
dist_circumcenter__incenter,dist_orthocenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.001890151877887547
dist_circumcenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,semiperimeter,1,1,1,0.0018902966985478997
dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.0018917833222076297
dist_centroid__incenter,dist_circumcenter__orthocenter,semiperimeter,1,1,1,0.0019133094465360045
dist_circumcenter__steiner_focus_1,dist_incenter__steiner_focus_2,dist_orthocenter__steiner_focus_2,1,1,1,0.0019421688048169017
dist_circumcenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,inradius,1,1,1,0.0019424328347668052
area,dist_incenter__steiner_focus_2,perimeter,2,1,1,0.0019637630321085453
dist_incenter__steiner_focus_2,dist_orthocenter__steiner_focus_2,perimeter,1,1,1,0.001967588672414422
circumradius,dist_incenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0019783254247158766
circumradius,dist_centroid__incenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.00199109292589128
dist_centroid__incenter,dist_circumcenter__orthocenter,dist_orthocenter__steiner_focus_1,1,1,1,0.0019950063433498144
area,circumradius,dist_steiner_focus_1__steiner_focus_2,2,1,1,0.0020211588125675917
area,dist_centroid__steiner_focus_2,dist_circumcenter__orthocenter,2,1,1,0.0020270957611501217
dist_centroid__steiner_focus_1,dist_circumcenter__orthocenter,inradius,1,1,1,0.0020470982417464256
dist_centroid__circumcenter,dist_orthocenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.002050467301160097
circumradius,dist_centroid__steiner_focus_1,dist_circumcenter__steiner_focus_2,1,1,1,0.0020833611488342285
dist_centroid__circumcenter,dist_centroid__steiner_focus_1,dist_circumcenter__incenter,1,1,1,0.002083828207105398
dist_circumcenter__orthocenter,dist_incenter__steiner_focus_2,perimeter,1,1,1,0.002084570936858654
circumradius,dist_circumcenter__incenter,dist_circumcenter__orthocenter,1,1,1,0.0020887756254523993
dist_centroid__circumcenter,dist_circumcenter__incenter,dist_circumcenter__steiner_focus_1,1,1,1,0.002108914079144597
area,circumradius,dist_orthocenter__steiner_focus_1,2,1,1,0.0021140160970389843
area,dist_circumcenter__orthocenter,dist_incenter__orthocenter,2,1,1,0.0021199092734605074
dist_circumcenter__incenter,dist_incenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.0021315100602805614
dist_centroid__circumcenter,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_2,1,1,1,0.0021612755954265594
dist_centroid__circumcenter,dist_orthocenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.002179634990170598
dist_centroid__incenter,dist_circumcenter__incenter,dist_orthocenter__steiner_focus_2,1,1,1,0.002180707873776555
dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.0021823253482580185
dist_circumcenter__incenter,dist_orthocenter__steiner_focus_1,semiperimeter,1,1,1,0.00219501880928874
dist_incenter__steiner_focus_2,inradius,semiperimeter,1,1,1,0.002197172725573182
dist_orthocenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,semiperimeter,1,1,1,0.0022004148922860622
dist_centroid__orthocenter,dist_circumcenter__steiner_focus_1,semiperimeter,1,1,1,0.0022223168052732944
dist_centroid__circumcenter,dist_circumcenter__incenter,dist_circumcenter__steiner_focus_2,1,1,1,0.0022297946270555258
dist_incenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,semiperimeter,1,1,1,0.0022306181490421295
dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_1,semiperimeter,1,1,1,0.002273766789585352
dist_orthocenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,perimeter,1,1,1,0.002276084152981639
dist_circumcenter__incenter,dist_incenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.002280081156641245
circumradius,dist_centroid__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.0022958472836762667
dist_incenter__steiner_focus_1,inradius,semiperimeter,1,1,1,0.002309599192813039
circumradius,dist_centroid__incenter,dist_centroid__steiner_focus_1,1,1,1,0.0023314286954700947
dist_centroid__incenter,dist_orthocenter__steiner_focus_1,semiperimeter,1,1,1,0.002335502067580819
dist_circumcenter__steiner_focus_1,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_2,1,1,1,0.002345943357795477
dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_2,dist_incenter__orthocenter,1,1,1,0.002369542606174946
circumradius,dist_orthocenter__steiner_focus_1,inradius,1,1,1,0.002382601611316204
circumradius,dist_centroid__incenter,semiperimeter,1,1,1,0.00238304166123271
dist_centroid__orthocenter,dist_orthocenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.002384401857852936
area,dist_centroid__orthocenter,dist_incenter__orthocenter,2,1,1,0.0023909530136734247
dist_centroid__incenter,dist_circumcenter__incenter,dist_orthocenter__steiner_focus_1,1,1,1,0.0024021596182137728
circumradius,dist_centroid__steiner_focus_1,dist_circumcenter__steiner_focus_1,1,1,1,0.0024102232418954372
dist_centroid__steiner_focus_2,dist_circumcenter__incenter,dist_circumcenter__orthocenter,1,1,1,0.0024140828754752874
dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.002425186103209853
dist_circumcenter__incenter,dist_incenter__orthocenter,semiperimeter,1,1,1,0.0024323477409780025
dist_centroid__incenter,dist_orthocenter__steiner_focus_2,semiperimeter,1,1,1,0.002443509642034769
dist_centroid__orthocenter,dist_incenter__steiner_focus_2,perimeter,1,1,1,0.002455472480505705
area,dist_centroid__steiner_focus_2,perimeter,2,1,1,0.002463890239596367
dist_incenter__steiner_focus_1,dist_incenter__steiner_focus_2,semiperimeter,1,1,1,0.0024722388479858637
dist_centroid__circumcenter,dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_1,1,1,1,0.0024839153047651052
dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_2,semiperimeter,1,1,1,0.002487288089469075
dist_circumcenter__steiner_focus_1,dist_incenter__steiner_focus_2,perimeter,1,1,1,0.0025007808580994606
circumradius,dist_orthocenter__steiner_focus_2,inradius,1,1,1,0.002500866074115038
dist_incenter__orthocenter,dist_orthocenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.002505024429410696
circumradius,dist_incenter__orthocenter,inradius,1,1,1,0.002507219323888421
dist_centroid__circumcenter,dist_centroid__steiner_focus_2,dist_circumcenter__incenter,1,1,1,0.0025202729739248753
dist_centroid__incenter,dist_circumcenter__incenter,semiperimeter,1,1,1,0.002531924983486533
dist_circumcenter__orthocenter,dist_incenter__steiner_focus_1,perimeter,1,1,1,0.0025354085955768824
dist_centroid__incenter,dist_centroid__orthocenter,semiperimeter,1,1,1,0.002535502426326275
dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_1,dist_incenter__orthocenter,1,1,1,0.002568406518548727
circumradius,dist_centroid__steiner_focus_2,dist_circumcenter__steiner_focus_2,1,1,1,0.002569550182670355
dist_centroid__orthocenter,dist_circumcenter__steiner_focus_2,dist_incenter__orthocenter,1,1,1,0.0025700030382722616
dist_centroid__steiner_focus_1,dist_circumcenter__incenter,dist_circumcenter__orthocenter,1,1,1,0.0025846646167337894
dist_incenter__steiner_focus_1,dist_orthocenter__steiner_focus_1,perimeter,1,1,1,0.002588472329080105
circumradius,dist_orthocenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.002592319855466485
dist_centroid__orthocenter,dist_circumcenter__steiner_focus_2,semiperimeter,1,1,1,0.0025986514519900084
dist_centroid__incenter,dist_circumcenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.002634663600474596
dist_circumcenter__orthocenter,dist_incenter__orthocenter,dist_incenter__steiner_focus_1,1,1,1,0.0026540702674537897
dist_circumcenter__steiner_focus_2,dist_incenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.002671829890459776
dist_centroid__incenter,dist_incenter__orthocenter,semiperimeter,1,1,1,0.0026832318399101496
dist_circumcenter__incenter,dist_orthocenter__steiner_focus_2,semiperimeter,1,1,1,0.002683619037270546
dist_centroid__circumcenter,dist_circumcenter__incenter,dist_orthocenter__steiner_focus_2,1,1,1,0.0026857759803533554
area,dist_centroid__orthocenter,dist_centroid__steiner_focus_2,2,1,1,0.002696745563298464
dist_circumcenter__incenter,dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_1,1,1,1,0.002705387072637677
dist_centroid__orthocenter,dist_centroid__steiner_focus_1,inradius,1,1,1,0.0027074594981968403
dist_incenter__orthocenter,dist_incenter__steiner_focus_2,perimeter,1,1,1,0.002718505682423711
