name_1,name_2,name_3,real_error,null_mean,null_std,z_score,ratio
dist_centroid__steiner_focus_2,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_2,0.004625120471643794,0.14177866399003128,0.04833931156359163,2.8373085814008423,0.03262211916434052
dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,perimeter,0.004834613039260546,0.14736219653299892,0.02548533394431617,5.592533486324019,0.032807688491382714
area,dist_circumcenter__steiner_focus_1,dist_circumcenter__steiner_focus_2,0.006783735381124105,0.20422074741797921,0.061179440760978844,3.227179091228035,0.033217660139299235
dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_1,inradius,0.004404246219337221,0.13217023153891555,0.03786405338569228,3.374334596936137,0.03332252783441978
dist_centroid__circumcenter,dist_centroid__orthocenter,dist_orthocenter__steiner_focus_1,0.0029131600218302053,0.08740737641221603,0.03084942489111898,2.7389235516902706,0.03332853749198063
dist_centroid__circumcenter,dist_orthocenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,0.003864589651246226,0.11512852291984625,0.047098119211671986,2.3623859111772405,0.03356761255363969
dist_centroid__steiner_focus_1,dist_incenter__steiner_focus_1,dist_incenter__steiner_focus_2,0.012099505204418277,0.3599408533289363,0.03229698339834063,10.770087838679991,0.03361525954199202
circumradius,dist_circumcenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,0.004309588690040567,0.12777879232443853,0.07003422745954493,1.7629837311437409,0.03372694804548039
dist_centroid__circumcenter,dist_circumcenter__steiner_focus_2,inradius,0.004627009080399351,0.13628930704776634,0.04247319840885293,3.099891293798206,0.03394990539336801
dist_centroid__steiner_focus_1,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_1,0.0052582770986377425,0.15300456440464125,0.04558594779269692,3.24104892976851,0.034366798919354576
circumradius,dist_orthocenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,0.00762832109163587,0.22109739178211507,0.09677396168704577,2.2058523488044237,0.034502085393903495
dist_centroid__orthocenter,dist_circumcenter__incenter,dist_circumcenter__steiner_focus_1,0.0046064980029976955,0.13176409810748801,0.01436688930491841,8.850739878740399,0.034960190743611314
dist_centroid__orthocenter,dist_orthocenter__steiner_focus_2,perimeter,0.00478465284928614,0.13680137826422697,0.09159790604885171,1.4412635736949342,0.03497518014800081
dist_circumcenter__orthocenter,dist_orthocenter__steiner_focus_1,semiperimeter,0.010278899560596489,0.2910647857108844,0.2536157557210769,1.1071310824201803,0.03531481671852449
area,dist_centroid__orthocenter,dist_circumcenter__orthocenter,0.003736907410453947,0.10500815653567246,0.032449235857421946,3.1209132187331696,0.035586829954342425
dist_circumcenter__orthocenter,dist_incenter__orthocenter,perimeter,0.0090578439309412,0.2526043087600597,0.17863399891890258,1.3633824820754603,0.0358578362158697
dist_centroid__circumcenter,dist_centroid__steiner_focus_2,dist_incenter__orthocenter,0.004784441927064286,0.13173150675746378,0.058084852816658115,2.185545089200819,0.036319647780793364
area,perimeter,semiperimeter,0.01223768059934733,0.336431068495441,0.019088057473618372,16.984095335220033,0.036375001435139935
